Date,Open,High,Low,Close,Volume
2022-01-03,166.54964382377977,167.33755381799983,161.55933751940572,166.54964382377977,3586768
2022-01-04,165.689389646741,171.25495662366626,162.92243468470278,165.689389646741,2007520
2022-01-05,166.52348619329487,171.50192272002204,162.59912424119966,166.52348619329487,1195789
2022-01-06,164.3127343674376,170.72863954831507,159.6468411179529,164.3127343674376,3185214
2022-01-07,162.7991442050112,167.87367669190192,156.3892779443207,162.7991442050112,4732258
2022-01-10,163.04555333254584,170.1827120945054,159.5316826023136,163.04555333254584,2264580
2022-01-11,161.64175038818553,164.6093399686447,158.69822039514077,161.64175038818553,4021363
2022-01-12,160.10018673361208,167.2420583605929,158.8589719423613,160.10018673361208,1652803
2022-01-13,158.29644003030765,165.6181945957207,152.88199594541896,158.29644003030765,2449200
2022-01-14,155.53778568713236,158.2435549091094,148.7649789231651,155.53778568713236,2288520
2022-01-17,155.68819139682265,155.6893899761034,148.35594189935867,155.68819139682265,3486189
2022-01-18,156.4503914297071,157.59106301310135,153.6982723695872,156.4503914297071,4821330
2022-01-19,157.20185579699773,157.50004183924338,156.35429006165265,157.20185579699773,4666778
2022-01-20,158.9987117533427,159.77453903154498,153.44996331585835,158.9987117533427,1745395
2022-01-21,157.7021885382081,163.51180865425724,153.4426273146871,157.7021885382081,2908946
2022-01-24,161.12917621955052,164.551948311906,160.39393728933817,161.12917621955052,2123877
2022-01-25,158.3101421751396,159.69041243439543,155.34369415182576,158.3101421751396,4163786
2022-01-26,160.18364234786677,164.01256990207503,159.58505016915495,160.18364234786677,1931432
2022-01-27,159.50520855587814,167.13247981916314,154.49457724353223,159.50520855587814,1799995
2022-01-28,162.0150387457909,169.5349221353944,157.02817806131944,162.0150387457909,1999952
2022-01-31,159.1174895750195,159.88116453316647,158.558309043177,159.1174895750195,3610602
2022-02-01,158.7846461965647,160.83430068682745,157.14447359484012,158.7846461965647,4595295
2022-02-02,158.17839341021633,160.47994905195677,154.66008165963805,158.17839341021633,4574130
2022-02-03,157.2071473070232,160.54683212632068,155.2560268991839,157.2071473070232,3396388
2022-02-04,156.4351877270367,161.04770562056373,150.59380889294053,156.4351877270367,2191196
2022-02-07,154.58316592015066,158.48895326619459,154.3893424843096,154.58316592015066,2853224
2022-02-08,155.75681219967282,160.41655283836633,151.6292203442981,155.75681219967282,3525116
2022-02-09,156.36369638838096,162.31602055857738,153.83550972973438,156.36369638838096,2419804
2022-02-10,155.1890097425424,158.89128582643102,148.58944106799365,155.1890097425424,2189412
2022-02-11,154.8036771016006,155.78180234365078,153.26464746413518,154.8036771016006,3433811
2022-02-14,151.4981919448964,153.6253649392642,146.74099752336696,151.4981919448964,2067547
2022-02-15,150.54493275170577,155.33607714482443,149.16814012932744,150.54493275170577,4665769
2022-02-16,152.06474595572135,152.71447851646658,148.15884996433417,152.06474595572135,3112894
2022-02-17,152.99023173955416,156.0172572990446,145.97159793567292,152.99023173955416,3177701
2022-02-18,152.63392865013324,159.0660257488331,147.76575585145284,152.63392865013324,3035722
2022-02-21,152.3553899868659,156.14062360264862,146.79918602640373,152.3553899868659,1969531
2022-02-22,153.172556534275,157.81294694644643,152.6200308856866,153.172556534275,3237189
2022-02-23,152.1375004838434,156.754471131578,144.659864600811,152.1375004838434,1919396
2022-02-24,155.57220535057638,158.1990391453882,155.30995668104285,155.57220535057638,3583799
2022-02-25,153.19125346988403,159.9150708380081,150.54325234850663,153.19125346988403,4215162
2022-02-28,153.664515200308,158.69095503248565,149.34084193166484,153.664515200308,4059524
2022-03-01,154.85961387181194,156.8933950167039,153.28405533267863,154.85961387181194,2800143
2022-03-02,156.54441514582274,163.45763959746833,153.50924798511699,156.54441514582274,1207291
2022-03-03,153.95984628195902,160.90812460396043,148.51635509439828,153.95984628195902,3386132
2022-03-04,154.76205036093197,157.78806248389427,154.07669788608945,154.76205036093197,2579477
2022-03-07,154.4042777178808,160.5136849812399,148.00024752095464,154.4042777178808,3945029
2022-03-08,154.5142079895265,157.47944164503525,148.68320137451707,154.5142079895265,2994814
2022-03-09,156.82389448843506,164.59576917709015,152.4238776462824,156.82389448843506,4461951
2022-03-10,160.10201423347414,161.7545410672356,156.57418262442084,160.10201423347414,4418292
2022-03-11,159.7274395843743,161.7861580843457,155.2416763863242,159.7274395843743,2407298
2022-03-14,160.81534754642053,168.16077129966814,160.68372440386077,160.81534754642053,3886977
2022-03-15,158.67393588899304,162.22181355600202,150.90536849823116,158.67393588899304,1669285
2022-03-16,157.3028744929349,158.9842387954335,156.46368858240115,157.3028744929349,3945169
2022-03-17,158.88571743101005,166.60823043710388,157.748475126472,158.88571743101005,2387061
2022-03-18,161.21705791126564,168.50605831501406,159.47562350607913,161.21705791126564,2817243
2022-03-21,159.41989290579153,162.06975990708546,157.95460043581787,159.41989290579153,4793572
2022-03-22,159.41760743915304,160.88117946622162,152.00983427091214,159.41760743915304,4547371
2022-03-23,159.06900497956835,161.49457188536076,153.79626959493018,159.06900497956835,4990909
2022-03-24,157.62554287164943,163.62902488106465,152.22636220669924,157.62554287164943,1321374
2022-03-25,156.664588714476,159.6154165346851,150.38529268056976,156.664588714476,2236099
2022-03-28,156.9661644083331,164.19843310883394,149.33502149457544,156.9661644083331,1404613
2022-03-29,155.62477183589002,160.40109052735107,154.1412341508345,155.62477183589002,4496962
2022-03-30,155.45160092223804,159.9752687434433,148.25790556783326,155.45160092223804,3608263
2022-03-31,157.3796039895152,160.2330287715086,154.84898400267608,157.3796039895152,1164645
2022-04-01,157.34713095131315,161.0675808719882,154.15198175265792,157.34713095131315,4158551
2022-04-04,157.94699518547876,159.8837382214205,156.84653577603157,157.94699518547876,1801657
2022-04-05,162.0168640283527,165.19524251701725,160.9145997286304,162.0168640283527,3427142
2022-04-06,161.49850069996745,168.07852948909778,157.55070973179346,161.49850069996745,2473624
2022-04-07,162.03520974495595,162.4684936149482,154.62140794884522,162.03520974495595,2737348
2022-04-08,160.5714513466574,168.49861359263588,153.38212449633818,160.5714513466574,3304358
2022-04-11,162.69621873356624,168.47216774680047,159.28579508725142,162.69621873356624,2861469
2022-04-12,163.5359170575369,167.580967076372,160.27755507006245,163.5359170575369,1806688
2022-04-13,160.00994804624574,161.35472451788834,155.60198522715726,160.00994804624574,1293054
2022-04-14,162.66435162156486,170.29075054853763,160.12518198227352,162.66435162156486,3209865
2022-04-15,162.73997631110885,164.59180585594322,157.9542932567863,162.73997631110885,2124938
2022-04-18,165.39037228094503,169.47116431277482,157.38188858037844,165.39037228094503,4504862
2022-04-19,167.1988523944611,174.32987016089504,160.0505116519651,167.1988523944611,1821665
2022-04-20,167.98309916430384,171.04156944027113,161.65744401558803,167.98309916430384,2418938
2022-04-21,169.63210754696473,175.75998673532078,166.51172424646478,169.63210754696473,1369810
2022-04-22,169.90718924776687,178.25158057094163,165.1574811116789,169.90718924776687,1662533
2022-04-25,166.8702148607889,167.1291034301667,161.1045997866255,166.8702148607889,1142348
2022-04-26,167.73113987630109,174.9758893406459,160.27057858483232,167.73113987630109,4396960
2022-04-27,169.08063999847334,171.23940667403298,161.31481085405915,169.08063999847334,1134942
2022-04-28,172.05657639931752,178.40036142477243,170.66334076104647,172.05657639931752,3500281
2022-04-29,170.79229996011554,176.9775514976962,165.00131985371965,170.79229996011554,2681893
2022-05-02,168.50197065098718,171.65912591072302,162.3724858800514,168.50197065098718,4144434
2022-05-03,166.11900648843363,173.55748818025253,160.93153273663,166.11900648843363,3803540
2022-05-04,163.01331844272073,165.1816278931047,161.51497065052476,163.01331844272073,2384234
2022-05-05,163.70192119065567,168.3633430059541,159.350985187426,163.70192119065567,3946093
2022-05-06,164.92059741015902,171.77071527851822,164.89231359494678,164.92059741015902,1599012
2022-05-09,163.99095723039886,167.46203694781957,161.94396746349543,163.99095723039886,3176772
2022-05-10,162.23677694012153,168.14176580582338,158.2826153372789,162.23677694012153,4751994
2022-05-11,162.75541663285472,165.0680024910619,158.41823073283484,162.75541663285472,1478419
2022-05-12,162.94696613981185,168.66060449389002,161.75300228025446,162.94696613981185,3916968
2022-05-13,162.99386159427667,168.82255293673177,161.85372160389977,162.99386159427667,4465581
2022-05-16,162.9833482606964,167.30236638656226,158.1199190587208,162.9833482606964,3354951
2022-05-17,161.3326076487307,163.93714927878096,161.03676640020709,161.3326076487307,2866097
2022-05-18,159.6116320596699,160.3560795633109,155.71755450319478,159.6116320596699,1970034
2022-05-19,160.75270321845807,164.2568332556653,158.1420819812651,160.75270321845807,1397309
2022-05-20,161.3516958729056,162.7668871887864,157.5536095304682,161.3516958729056,4520941
2022-05-23,161.64064706350777,169.31332462396824,154.03377905859122,161.64064706350777,1462364
2022-05-24,161.191803465757,163.14390009821207,159.14659417184131,161.191803465757,2822881
2022-05-25,162.38017832611624,166.01541853248992,159.57913044494603,162.38017832611624,1263763
2022-05-26,161.0708414904843,162.2934183844731,159.1345863000967,161.0708414904843,4329791
2022-05-27,160.4299325300736,165.70959506867055,155.79238528137444,160.4299325300736,4800167
2022-05-30,159.6505044995723,166.7615886702043,159.21724499860622,159.6505044995723,3820905
2022-05-31,159.18452334554314,159.8244429049145,151.6005219617229,159.18452334554314,3644815
2022-06-01,157.72109495856245,162.3307357223271,155.701980524511,157.72109495856245,3220094
2022-06-02,160.36853735501055,167.1460982469362,155.44852532737104,160.36853735501055,2956325
2022-06-03,161.3645745306587,165.82500743707902,154.8157880827019,161.3645745306587,2020586
2022-06-06,161.7138644872988,167.83388191815595,156.33159634463664,161.7138644872988,1513510
2022-06-07,163.42836991825365,163.78473605576661,160.6254241298684,163.42836991825365,1609850
2022-06-08,164.5071852885663,171.6107194907518,157.05143328008091,164.5071852885663,3297661
2022-06-09,163.70412508976756,165.15198164275841,157.5748404741877,163.70412508976756,3198107
2022-06-10,163.48401116217292,166.62536084165586,162.6208978062525,163.48401116217292,4640580
2022-06-13,165.03672535988824,165.44130857474175,162.4048955638255,165.03672535988824,3184078
2022-06-14,166.42654215187733,169.7929514657478,162.55798318515798,166.42654215187733,2157787
2022-06-15,166.96834069961955,174.66521584698154,165.10864811865255,166.96834069961955,3827378
2022-06-16,166.71673018666868,171.45625787433448,164.33527951735255,166.71673018666868,1601986
2022-06-17,166.17069814001707,174.34636205962585,162.96111607068846,166.17069814001707,1642953
2022-06-20,165.7261318020738,169.34383578124883,157.8853669192767,165.7261318020738,3138168
2022-06-21,165.94092036400176,173.79626569851675,157.75088868400792,165.94092036400176,1693353
2022-06-22,167.52688856249978,171.1718960060361,163.27032891550823,167.52688856249978,3825778
2022-06-23,169.0935583642001,170.88415686021946,164.87041879032753,169.0935583642001,4354679
2022-06-24,168.3120145978258,170.38509348685844,160.73850068073253,168.3120145978258,3666583
2022-06-27,168.01801347543076,173.91341901835634,164.27274473511895,168.01801347543076,3429444
2022-06-28,166.77752909843008,170.12303971097955,163.0578644198474,166.77752909843008,1455904
2022-06-29,166.66125107909681,173.66903795298958,159.88520710099874,166.66125107909681,4665606
2022-06-30,166.19201424150918,171.2595107102989,158.67568829080142,166.19201424150918,3529926
2022-07-01,166.20443522341847,166.61937693506457,158.52833077888343,166.20443522341847,4420566
2022-07-04,165.4994659297807,171.91100741439521,161.19306393346918,165.4994659297807,1909020
2022-07-05,165.72170652890685,168.00731239238755,164.4147095541603,165.72170652890685,4061577
2022-07-06,166.10262931746846,167.9094756794045,163.66521972695148,166.10262931746846,2213944
2022-07-07,166.31738754308014,169.69503315796715,158.5354652051613,166.31738754308014,2960730
2022-07-08,167.54031997513394,170.59862641699803,165.79926968298187,167.54031997513394,3655933
2022-07-11,166.29688117317193,171.60178314215048,161.8753068469176,166.29688117317193,3188197
2022-07-12,165.39111172036044,167.03166349645622,164.6052755365679,165.39111172036044,2243612
2022-07-13,168.3639930349893,172.14829801750133,161.32639598734588,168.3639930349893,4976264
2022-07-14,166.26699571004394,174.5293787610546,164.0384967566415,166.26699571004394,4178011
2022-07-15,165.51539322204013,169.6246649824476,157.55769371262954,165.51539322204013,4211012
2022-07-18,166.01557047138326,169.79948144687458,165.14040369281642,166.01557047138326,1552033
2022-07-19,169.51484875215198,174.58242052429787,167.06378553412162,169.51484875215198,4801999
2022-07-20,168.29255939859488,168.90178937219127,162.38731111121666,168.29255939859488,1539602
2022-07-21,168.5441271832409,168.956733016198,163.95232335693703,168.5441271832409,1893201
2022-07-22,170.58185018721042,179.04588501908012,165.32989620561344,170.58185018721042,1651326
2022-07-25,172.21689092667796,173.29159136974832,167.0068397292438,172.21689092667796,1900495
2022-07-26,172.30537849400832,180.8637622105942,170.6033801479769,172.30537849400832,3367788
2022-07-27,170.4083357223122,176.55903687340452,163.17312114075025,170.4083357223122,3651842
2022-07-28,170.30180704557648,173.20914138046453,168.5764601004572,170.30180704557648,1196879
2022-07-29,169.4975785937695,171.66696637268586,165.77198756701924,169.4975785937695,2876419
2022-08-01,169.6658087487086,173.11172410159728,162.1436006462881,169.6658087487086,4330488
2022-08-02,169.3264846994318,171.67662539292346,167.1282036171225,169.3264846994318,4476248
2022-08-03,169.1706724732612,174.77869128499162,167.02554172174945,169.1706724732612,4025148
2022-08-04,168.6907433385913,169.76063477579257,161.3807749219783,168.6907433385913,3038681
2022-08-05,170.44057751082363,174.03261631850546,167.48864458944058,170.44057751082363,1383299
2022-08-08,172.58789575990568,174.12244571878983,171.23175853070035,172.58789575990568,4081728
2022-08-09,171.88371365605465,178.9771377058917,170.15282158593405,171.88371365605465,2292644
2022-08-10,171.63478309856043,173.37120329261415,163.45991214342456,171.63478309856043,4181025
2022-08-11,170.17151790930615,174.30317425146697,169.0354331882907,170.17151790930615,3002402
2022-08-12,169.99082292580525,177.5942448976586,166.99795156839826,169.99082292580525,4558229
2022-08-15,171.37172432642384,172.58469097216891,171.2168013130821,171.37172432642384,4253549
2022-08-16,171.79127198903484,177.1564509863693,167.69716913986426,171.79127198903484,3652562
2022-08-17,170.80676075319602,172.3161935064674,163.37318326746345,170.80676075319602,2058551
2022-08-18,173.85134463011968,175.22299698053934,171.88675791433027,173.85134463011968,4669543
2022-08-19,172.6985736481322,179.29755955089163,165.22714159551188,172.6985736481322,4569582
2022-08-22,171.790807550981,173.92107661035845,165.27413692025232,171.790807550981,4861128
2022-08-23,172.47102615229107,173.303620008698,164.81757425274094,172.47102615229107,4923302
2022-08-24,173.61447917004548,175.80343613455062,166.60113310518184,173.61447917004548,1665974
2022-08-25,174.52964365238287,180.0785396316662,167.2032040280876,174.52964365238287,1485639
2022-08-26,172.29895455236525,173.86958259078986,168.69814870415036,172.29895455236525,4844839
2022-08-29,171.66344031672344,174.65039875829294,168.1568649975986,171.66344031672344,3218365
2022-08-30,169.5536700219283,171.66671610975177,164.30048237193074,169.5536700219283,4658587
2022-08-31,172.88782454674615,176.51266868377732,165.7158741164987,172.88782454674615,1808955
2022-09-01,170.35951895152033,171.4554119267259,168.52634345815034,170.35951895152033,3861708
2022-09-02,171.87521817328894,172.61845128398946,170.14948236588134,171.87521817328894,3273065
2022-09-05,169.19526662113364,173.6692841958444,165.6990957955068,169.19526662113364,3712808
2022-09-06,170.60377253284489,178.14857506271954,169.66123358770253,170.60377253284489,1562356
2022-09-07,172.00742036523528,180.49440576493507,167.93012969120804,172.00742036523528,4422278
2022-09-08,172.1706190536896,177.20017004772092,170.92024472425183,172.1706190536896,3520418
2022-09-09,173.26904683843392,176.64751312408387,171.48381523850972,173.26904683843392,4721656
2022-09-12,172.38356488394305,173.66777647084334,172.10571851143814,172.38356488394305,2989551
2022-09-13,169.44143719998695,176.69345229434842,168.31149154364232,169.44143719998695,3886928
2022-09-14,170.84841600024922,173.06971833056582,167.05093096247543,170.84841600024922,4367643
2022-09-15,173.39299195938327,177.30281665807667,167.1667594035993,173.39299195938327,2922967
2022-09-16,174.95293265862793,179.28068122902653,172.2585793255159,174.95293265862793,2083059
2022-09-19,173.9154792733688,175.77959089819905,168.02907620582906,173.9154792733688,4673943
2022-09-20,176.4279163153894,178.65887780234223,172.29827598359557,176.4279163153894,1907667
2022-09-21,178.2709678699498,185.0015609680099,169.51547795261794,178.2709678699498,1652276
2022-09-22,175.46569394470058,181.76589328258348,171.6572517217134,175.46569394470058,2618009
2022-09-23,176.13445905434068,177.66625362113467,174.77499895610774,176.13445905434068,3249837
2022-09-26,177.18452781002205,180.34324372449422,175.02373388242103,177.18452781002205,3173736
2022-09-27,176.52290412043573,184.28581565180258,175.52101362203686,176.52290412043573,2019443
2022-09-28,174.30170425652602,177.16788716552858,166.68709587659262,174.30170425652602,2992080
2022-09-29,175.06184975536436,175.21486952920932,173.49656151329836,175.06184975536436,4308767
2022-09-30,173.31950763852845,179.59638212809827,167.08321358278488,173.31950763852845,2972785
2022-10-03,171.72845513788164,176.83309038923946,163.8873992858226,171.72845513788164,2302592
2022-10-04,172.10599040318425,176.41772379978903,168.86569330464826,172.10599040318425,1200655
2022-10-05,173.89895128371495,179.31136348664387,167.11968081631844,173.89895128371495,3964442
2022-10-06,172.80593156082904,176.2466116324994,168.70023072750564,172.80593156082904,1173261
2022-10-07,173.38264857543012,181.0546095928837,172.44019097731967,173.38264857543012,4031427
2022-10-10,171.82844196355876,172.26231588896306,171.46554481602803,171.82844196355876,3506413
2022-10-11,169.66170587871588,177.7922405706111,164.52644679516456,169.66170587871588,2002354
2022-10-12,168.65728292466312,174.28549487072155,168.39036268118022,168.65728292466312,4391486
2022-10-13,170.2232364873009,174.00226913073791,164.1776721583388,170.2232364873009,1911292
2022-10-14,169.6559536943117,177.50710661691454,164.63915627082324,169.6559536943117,2415421
2022-10-17,169.6060919968814,173.2790959664091,166.12211222406876,169.6060919968814,2615976
