Date,Open,High,Low,Close,Volume
2022-01-03,182.95617602953365,188.48815986668552,181.80306080886137,182.95617602953365,1956932
2022-01-04,183.20068128241783,184.44076469683398,175.08668085418657,183.20068128241783,1430208
2022-01-05,184.40872492287005,190.18392841816,182.5647951613639,184.40872492287005,4477465
2022-01-06,186.8904736619973,187.59967608876062,181.62008966792794,186.8904736619973,4168243
2022-01-07,186.682017512563,190.04200436019917,185.01146494186386,186.682017512563,3772598
2022-01-10,186.13416048241365,189.48443469797346,183.83017193845657,186.13416048241365,4993095
2022-01-11,186.8377622607414,191.88362572387135,183.78413872056188,186.8377622607414,3844482
2022-01-12,188.39753670347437,196.23752066159668,184.96892626943102,188.39753670347437,4902275
2022-01-13,190.46287136168732,191.362419035017,188.72912181216728,190.46287136168732,2499418
2022-01-14,190.44994277959884,198.69239746592547,185.85673739481203,190.44994277959884,4929292
2022-01-17,190.13152946027247,195.9237090866896,188.7315511533973,190.13152946027247,3361081
2022-01-18,189.40941612617772,197.4824475465008,184.24617495737328,189.40941612617772,1709492
2022-01-19,188.70802737398665,194.1708349979856,180.41580666076686,188.70802737398665,4232203
2022-01-20,189.15972384221786,193.69584007382798,182.9965242416655,189.15972384221786,1147396
2022-01-21,188.9996555162752,194.65298990777177,179.93885343408326,188.9996555162752,1928677
2022-01-24,189.5165308882526,196.5534578979642,187.3318786760857,189.5165308882526,1331125
2022-01-25,187.77208636885504,194.6170547665995,180.83764913540702,187.77208636885504,3379100
2022-01-26,184.96574792903814,185.48169694963457,182.66179998745747,184.96574792903814,2454337
2022-01-27,185.7266581504439,190.08445673251092,183.60723299805403,185.7266581504439,3113668
2022-01-28,183.05561595683537,186.23455117400292,178.71118249219833,183.05561595683537,4621528
2022-01-31,181.7989672373368,190.87159554339996,180.94802892633948,181.7989672373368,3881854
2022-02-01,183.1131219927293,185.12119211600094,179.1829837729287,183.1131219927293,2273325
2022-02-02,184.0904145789571,187.98246294952506,177.53517160716686,184.0904145789571,4908216
2022-02-03,183.64614071369311,189.76175595940887,180.2787603142201,183.64614071369311,2377833
2022-02-04,184.7391523657723,188.69100913803442,184.53155265795806,184.7391523657723,3078123
2022-02-07,183.25416367299258,183.48892199524204,181.50460748962718,183.25416367299258,2148744
2022-02-08,182.46728673117977,183.94994297192574,176.03612662827277,182.46728673117977,2728714
2022-02-09,183.55880051836598,189.0428274321402,183.36226577011675,183.55880051836598,4601322
2022-02-10,182.19268441488825,182.59095966792233,173.1200710640691,182.19268441488825,4795177
2022-02-11,183.38955345124404,191.10912418031396,178.76187335298596,183.38955345124404,1284869
2022-02-14,181.5553066406107,184.9407939738361,177.71879150997816,181.5553066406107,3676960
2022-02-15,182.4629918107533,183.9377014743592,174.58123508318582,182.4629918107533,4707474
2022-02-16,183.67315951163772,192.48885923709594,177.77203486394293,183.67315951163772,4887856
2022-02-17,182.00181324561538,189.23821850164686,177.78698578212806,182.00181324561538,4670539
2022-02-18,183.6314023191849,186.65722152998842,182.6369987313816,183.6314023191849,3648054
2022-02-21,182.35992907342273,189.35051639157072,180.71146391315781,182.35992907342273,3058216
2022-02-22,179.12039552597668,184.8597253112747,177.7334006902775,179.12039552597668,3001832
2022-02-23,179.18220631007176,185.8403430315227,173.90698817296087,179.18220631007176,4405304
2022-02-24,177.23090559645226,178.0179739238062,176.19271646918673,177.23090559645226,3783430
2022-02-25,176.28291364145224,184.16530563994243,174.35767862672353,176.28291364145224,3227338
2022-02-28,176.06787632414898,179.4546349199337,173.27273829946984,176.06787632414898,4123209
2022-03-01,174.76707467403637,181.82852513747397,173.30366896360795,174.76707467403637,4991259
2022-03-02,173.8324679565063,180.9691768330895,167.6603738894051,173.8324679565063,3014514
2022-03-03,172.71485146007458,174.86356673881494,166.15299965130748,172.71485146007458,3529391
2022-03-04,172.4379068394498,180.89903838749393,169.47947420812093,172.4379068394498,3075538
2022-03-07,172.23230551823306,177.59570762106915,165.14197735155375,172.23230551823306,2418071
2022-03-08,172.63763288824688,176.0954833285373,170.83600248900868,172.63763288824688,2291760
2022-03-09,173.5530976807857,178.33932676695906,167.28536481283555,173.5530976807857,4026943
2022-03-10,172.90384259205058,176.7848163139511,169.11283632367827,172.90384259205058,3808975
2022-03-11,171.38283431298282,173.79347713459717,165.2319173265917,171.38283431298282,1324487
2022-03-14,172.85771247532284,173.1994225133701,167.8742605023045,172.85771247532284,2786542
2022-03-15,172.26051708952355,174.00204232172672,168.4010195717783,172.26051708952355,4765731
2022-03-16,172.5297886319754,173.9657452461247,170.7303906637425,172.5297886319754,2210572
2022-03-17,173.33584899140493,176.1258771705386,168.59702372619142,173.33584899140493,1600309
2022-03-18,170.95048358907462,171.03105224634618,168.56708475181827,170.95048358907462,1361201
2022-03-21,170.26465396084393,174.1060251996104,164.58175588431834,170.26465396084393,3585189
2022-03-22,168.55275148394338,170.68848099960456,168.2141268575037,168.55275148394338,4191766
2022-03-23,167.9231391586043,170.71413689947124,163.44534677149136,167.9231391586043,2284688
2022-03-24,169.32988187998552,175.77108282137024,168.73566299154572,169.32988187998552,4241082
2022-03-25,170.76103108479165,178.61158774813327,170.21948446229734,170.76103108479165,2961367
2022-03-28,170.2639578130127,176.0095446285808,168.77528837848064,170.2639578130127,4859160
2022-03-29,171.81356013238218,173.0283857882037,171.1663106584931,171.81356013238218,4860644
2022-03-30,173.03178577737793,180.47191391216546,168.416640958401,173.03178577737793,4343816
2022-03-31,173.72795024558866,181.1488079884011,166.79119709142356,173.72795024558866,1229052
2022-04-01,175.64901026462869,176.17248777191926,170.56540403954432,175.64901026462869,4489060
